name	chr	start	end	TargetGene
intergenic|chr12:116383129-116383629	chr12	116383129	116383629	MED13L
intergenic|chr12:116383109-116383609	chr12	116383109	116383609	MED13L
intergenic|chr12:116406518-116407018	chr12	116406518	116407018	MED13L
intergenic|chr12:116372793-116373293	chr12	116372793	116373293	MED13L
intergenic|chr12:116370718-116371520	chr12	116370718	116371520	MED13L
intergenic|chr12:116370687-116371521	chr12	116370687	116371521	MED13L
intergenic|chr12:116370113-116370613	chr12	116370113	116370613	MED13L
intergenic|chr12:116370111-116370611	chr12	116370111	116370611	MED13L
intergenic|chr12:116370103-116370603	chr12	116370103	116370603	MED13L
intergenic|chr12:116361302-116361802	chr12	116361302	116361802	MED13L
intergenic|chr12:116360792-116361777	chr12	116360792	116361777	MED13L
intergenic|chr12:116360764-116361999	chr12	116360764	116361999	MED13L
intergenic|chr12:116360759-116361981	chr12	116360759	116361981	MED13L
intergenic|chr12:116360759-116361728	chr12	116360759	116361728	MED13L
intergenic|chr12:116360757-116361736	chr12	116360757	116361736	MED13L
intergenic|chr12:116381543-116383129	chr12	116381543	116383129	MED13L
intergenic|chr12:116358972-116359472	chr12	116358972	116359472	MED13L
intergenic|chr12:116358971-116359805	chr12	116358971	116359805	MED13L
intergenic|chr12:116358971-116359748	chr12	116358971	116359748	MED13L
intergenic|chr12:116358969-116359469	chr12	116358969	116359469	MED13L
intergenic|chr12:116358968-116359468	chr12	116358968	116359468	MED13L
intergenic|chr12:116358967-116359754	chr12	116358967	116359754	MED13L
intergenic|chr12:116358966-116359466	chr12	116358966	116359466	MED13L
intergenic|chr12:116358963-116359771	chr12	116358963	116359771	MED13L
intergenic|chr12:116358963-116359738	chr12	116358963	116359738	MED13L
intergenic|chr12:116358962-116359747	chr12	116358962	116359747	MED13L
intergenic|chr12:116358962-116359462	chr12	116358962	116359462	MED13L
intergenic|chr12:116358960-116359824	chr12	116358960	116359824	MED13L
intergenic|chr12:116360755-116361994	chr12	116360755	116361994	MED13L
intergenic|chr12:116381541-116382391	chr12	116381541	116382391	MED13L
intergenic|chr12:116381540-116382640	chr12	116381540	116382640	MED13L
intergenic|chr12:116381538-116382631	chr12	116381538	116382631	MED13L
intergenic|chr12:116381537-116383628	chr12	116381537	116383628	MED13L
intergenic|chr12:116381534-116383614	chr12	116381534	116383614	MED13L
intergenic|chr12:116381534-116383605	chr12	116381534	116383605	MED13L
intergenic|chr12:116381533-116382626	chr12	116381533	116382626	MED13L
intergenic|chr12:116381527-116383628	chr12	116381527	116383628	MED13L
intergenic|chr12:116381527-116382423	chr12	116381527	116382423	MED13L
intergenic|chr12:116381527-116382325	chr12	116381527	116382325	MED13L
intergenic|chr12:116381525-116382662	chr12	116381525	116382662	MED13L
intergenic|chr12:116381524-116382661	chr12	116381524	116382661	MED13L
intergenic|chr12:116372856-116374221	chr12	116372856	116374221	MED13L
intergenic|chr12:116381512-116382634	chr12	116381512	116382634	MED13L
intergenic|chr12:116381508-116382648	chr12	116381508	116382648	MED13L
intergenic|chr12:116381495-116382643	chr12	116381495	116382643	MED13L
intergenic|chr12:116381474-116382708	chr12	116381474	116382708	MED13L
intergenic|chr12:116381158-116382348	chr12	116381158	116382348	MED13L
intergenic|chr12:116381139-116383620	chr12	116381139	116383620	MED13L
intergenic|chr12:116380115-116380615	chr12	116380115	116380615	MED13L
intergenic|chr12:116379646-116380530	chr12	116379646	116380530	MED13L
intergenic|chr12:116376536-116377172	chr12	116376536	116377172	MED13L
intergenic|chr12:116376377-116377177	chr12	116376377	116377177	MED13L
intergenic|chr12:116375971-116376898	chr12	116375971	116376898	MED13L
intergenic|chr12:116373471-116374300	chr12	116373471	116374300	MED13L
intergenic|chr12:116381519-116382641	chr12	116381519	116382641	MED13L
intergenic|chr12:49063850-49064350	chr12	49063850	49064350	KMT2D
intergenic|chr12:49060133-49061359	chr12	49060133	49061359	KMT2D
intergenic|chr12:49060131-49061351	chr12	49060131	49061351	KMT2D
intergenic|chr12:49060099-49061363	chr12	49060099	49061363	KMT2D
intergenic|chr12:49060095-49061367	chr12	49060095	49061367	KMT2D
intergenic|chr12:49060088-49061352	chr12	49060088	49061352	KMT2D
intergenic|chr12:49060086-49061358	chr12	49060086	49061358	KMT2D
intergenic|chr12:49060082-49061359	chr12	49060082	49061359	KMT2D
intergenic|chr12:49060077-49061351	chr12	49060077	49061351	KMT2D
intergenic|chr12:49059934-49061356	chr12	49059934	49061356	KMT2D
intergenic|chr12:49059917-49061105	chr12	49059917	49061105	KMT2D
intergenic|chr12:121590083-121591062	chr12	121590083	121591062	KDM2B
intergenic|chr12:49059819-49061355	chr12	49059819	49061355	KMT2D
intergenic|chr12:49059749-49061350	chr12	49059749	49061350	KMT2D
intergenic|chr12:49059724-49061364	chr12	49059724	49061364	KMT2D
intergenic|chr12:49059706-49061364	chr12	49059706	49061364	KMT2D
intergenic|chr12:49059701-49061363	chr12	49059701	49061363	KMT2D
intergenic|chr12:49059700-49061339	chr12	49059700	49061339	KMT2D
intergenic|chr12:49059200-49059700	chr12	49059200	49059700	KMT2D
intergenic|chr12:49057885-49058385	chr12	49057885	49058385	KMT2D
intergenic|chr12:49057864-49058364	chr12	49057864	49058364	KMT2D
intergenic|chr12:49057829-49058329	chr12	49057829	49058329	KMT2D
intergenic|chr12:49055964-49056464	chr12	49055964	49056464	KMT2D
intergenic|chr12:49055962-49056462	chr12	49055962	49056462	KMT2D
intergenic|chr12:49059906-49061107	chr12	49059906	49061107	KMT2D
intergenic|chr12:57087042-57087542	chr12	57087042	57087542	LRP1
intergenic|chr12:57087039-57087539	chr12	57087039	57087539	LRP1
intergenic|chr12:57087038-57088203	chr12	57087038	57088203	LRP1
intergenic|chr12:57087035-57087535	chr12	57087035	57087535	LRP1
intergenic|chr12:57087033-57087533	chr12	57087033	57087533	LRP1
intergenic|chr12:57087032-57087532	chr12	57087032	57087532	LRP1
intergenic|chr12:57087031-57087531	chr12	57087031	57087531	LRP1
intergenic|chr12:57087026-57087526	chr12	57087026	57087526	LRP1
intergenic|chr12:57087025-57087525	chr12	57087025	57087525	LRP1
intergenic|chr12:57087023-57088198	chr12	57087023	57088198	LRP1
intergenic|chr12:57087023-57088156	chr12	57087023	57088156	LRP1
intergenic|chr12:57087019-57088087	chr12	57087019	57088087	LRP1
intergenic|chr12:49063858-49064358	chr12	49063858	49064358	KMT2D
intergenic|chr12:57086996-57088197	chr12	57086996	57088197	LRP1
intergenic|chr12:57086463-57087575	chr12	57086463	57087575	LRP1
intergenic|chr12:57086453-57086953	chr12	57086453	57086953	LRP1
intergenic|chr12:57086426-57086926	chr12	57086426	57086926	LRP1
intergenic|chr12:49063876-49064376	chr12	49063876	49064376	KMT2D
intergenic|chr12:49063873-49064373	chr12	49063873	49064373	KMT2D
intergenic|chr12:49063868-49064368	chr12	49063868	49064368	KMT2D
intergenic|chr12:49063867-49064367	chr12	49063867	49064367	KMT2D
intergenic|chr12:49063864-49064364	chr12	49063864	49064364	KMT2D
intergenic|chr12:49063863-49064363	chr12	49063863	49064363	KMT2D
intergenic|chr12:49063862-49064362	chr12	49063862	49064362	KMT2D
intergenic|chr12:49063860-49064360	chr12	49063860	49064360	KMT2D
intergenic|chr12:57087012-57088125	chr12	57087012	57088125	LRP1
intergenic|chr12:453311-454064	chr12	453311	454064	KDM5A
intergenic|chr12:452822-454061	chr12	452822	454061	KDM5A
intergenic|chr12:399807-400307	chr12	399807	400307	KDM5A
intergenic|chr12:25386024-25386896	chr12	25386024	25386896	KRAS
intergenic|chr12:25385996-25387270	chr12	25385996	25387270	KRAS
intergenic|chr12:25385922-25386868	chr12	25385922	25386868	KRAS
intergenic|chr12:25385679-25386854	chr12	25385679	25386854	KRAS
intergenic|chr12:25385394-25385894	chr12	25385394	25385894	KRAS
intergenic|chr12:25385391-25386882	chr12	25385391	25386882	KRAS
intergenic|chr12:25385390-25386909	chr12	25385390	25386909	KRAS
intergenic|chr12:25385389-25386854	chr12	25385389	25386854	KRAS
intergenic|chr12:49055961-49056461	chr12	49055961	49056461	KMT2D
intergenic|chr12:25385386-25386832	chr12	25385386	25386832	KRAS
intergenic|chr12:25385385-25386865	chr12	25385385	25386865	KRAS
intergenic|chr12:25385379-25386891	chr12	25385379	25386891	KRAS
intergenic|chr12:25385379-25386871	chr12	25385379	25386871	KRAS
intergenic|chr12:25385375-25386875	chr12	25385375	25386875	KRAS
intergenic|chr12:25385372-25386877	chr12	25385372	25386877	KRAS
intergenic|chr12:25385370-25386884	chr12	25385370	25386884	KRAS
intergenic|chr12:25385370-25386871	chr12	25385370	25386871	KRAS
intergenic|chr12:25385370-25386856	chr12	25385370	25386856	KRAS
intergenic|chr12:25385368-25386501	chr12	25385368	25386501	KRAS
intergenic|chr12:25385366-25387176	chr12	25385366	25387176	KRAS
intergenic|chr12:25385182-25386873	chr12	25385182	25386873	KRAS
intergenic|chr12:25385386-25386878	chr12	25385386	25386878	KRAS
intergenic|chr12:49055958-49056458	chr12	49055958	49056458	KMT2D
intergenic|chr12:49055957-49056457	chr12	49055957	49056457	KMT2D
intergenic|chr12:49055952-49056452	chr12	49055952	49056452	KMT2D
intergenic|chr12:49055945-49056445	chr12	49055945	49056445	KMT2D
intergenic|chr12:49055944-49056444	chr12	49055944	49056444	KMT2D
intergenic|chr12:49055942-49056442	chr12	49055942	49056442	KMT2D
intergenic|chr12:49055940-49056440	chr12	49055940	49056440	KMT2D
intergenic|chr12:49055935-49056435	chr12	49055935	49056435	KMT2D
intergenic|chr12:49055929-49056429	chr12	49055929	49056429	KMT2D
intergenic|chr12:49055896-49056396	chr12	49055896	49056396	KMT2D
intergenic|chr12:48985062-48986013	chr12	48985062	48986013	KMT2D
intergenic|chr12:48985035-48986012	chr12	48985035	48986012	KMT2D
intergenic|chr12:453319-454039	chr12	453319	454039	KDM5A
intergenic|chr12:454714-455699	chr12	454714	455699	KDM5A
intergenic|chr12:454518-455700	chr12	454518	455700	KDM5A
intergenic|chr12:453606-454106	chr12	453606	454106	KDM5A
intergenic|chr12:453543-454043	chr12	453543	454043	KDM5A
intergenic|chr12:453538-454038	chr12	453538	454038	KDM5A
intergenic|chr12:453380-453880	chr12	453380	453880	KDM5A
intergenic|chr12:453372-453872	chr12	453372	453872	KDM5A
intergenic|chr12:453369-454063	chr12	453369	454063	KDM5A
intergenic|chr12:453339-454024	chr12	453339	454024	KDM5A
intergenic|chr12:453329-454057	chr12	453329	454057	KDM5A
intergenic|chr12:453328-454054	chr12	453328	454054	KDM5A
intergenic|chr12:453325-454077	chr12	453325	454077	KDM5A
intergenic|chr12:454864-455692	chr12	454864	455692	KDM5A
intergenic|chr12:57214228-57214728	chr12	57214228	57214728	LRP1
intergenic|chr12:57214227-57214727	chr12	57214227	57214727	LRP1
intergenic|chr12:57214219-57214719	chr12	57214219	57214719	LRP1
intergenic|chr12:57213987-57214763	chr12	57213987	57214763	LRP1
intergenic|chr12:57127167-57127667	chr12	57127167	57127667	LRP1
intergenic|chr12:57127164-57127664	chr12	57127164	57127664	LRP1
intergenic|chr12:57127159-57127659	chr12	57127159	57127659	LRP1
intergenic|chr12:57127157-57127657	chr12	57127157	57127657	LRP1
intergenic|chr12:57127144-57127644	chr12	57127144	57127644	LRP1
intergenic|chr12:57127138-57127638	chr12	57127138	57127638	LRP1
intergenic|chr12:57127115-57127968	chr12	57127115	57127968	LRP1
intergenic|chr12:57087046-57087546	chr12	57087046	57087546	LRP1
intergenic|chr12:57124241-57124741	chr12	57124241	57124741	LRP1
intergenic|chr12:57124233-57124733	chr12	57124233	57124733	LRP1
intergenic|chr12:57124228-57124728	chr12	57124228	57124728	LRP1
intergenic|chr12:57124225-57124725	chr12	57124225	57124725	LRP1
intergenic|chr12:57124224-57124724	chr12	57124224	57124724	LRP1
intergenic|chr12:57124223-57124723	chr12	57124223	57124723	LRP1
intergenic|chr12:57124222-57124722	chr12	57124222	57124722	LRP1
intergenic|chr12:57124221-57124721	chr12	57124221	57124721	LRP1
intergenic|chr12:57124217-57124717	chr12	57124217	57124717	LRP1
intergenic|chr12:57124216-57124716	chr12	57124216	57124716	LRP1
intergenic|chr12:57124202-57124702	chr12	57124202	57124702	LRP1
intergenic|chr12:57124201-57124701	chr12	57124201	57124701	LRP1
intergenic|chr12:57124253-57124753	chr12	57124253	57124753	LRP1
intergenic|chr12:6608330-6608830	chr12	6608330	6608830	CHD4
intergenic|chr12:6608300-6608800	chr12	6608300	6608800	CHD4
intergenic|chr12:6608294-6608794	chr12	6608294	6608794	CHD4
intergenic|chr12:6608293-6608793	chr12	6608293	6608793	CHD4
intergenic|chr12:6608288-6608788	chr12	6608288	6608788	CHD4
intergenic|chr12:6608285-6608785	chr12	6608285	6608785	CHD4
intergenic|chr12:6608284-6608784	chr12	6608284	6608784	CHD4
intergenic|chr12:6608275-6608775	chr12	6608275	6608775	CHD4
intergenic|chr12:6608273-6608773	chr12	6608273	6608773	CHD4
intergenic|chr12:6608272-6608772	chr12	6608272	6608772	CHD4
intergenic|chr12:6608270-6608770	chr12	6608270	6608770	CHD4
intergenic|chr12:6608259-6608759	chr12	6608259	6608759	CHD4
intergenic|chr12:57214235-57214735	chr12	57214235	57214735	LRP1
intergenic|chr12:6608251-6608751	chr12	6608251	6608751	CHD4
intergenic|chr12:6608249-6608749	chr12	6608249	6608749	CHD4
intergenic|chr12:6608241-6608741	chr12	6608241	6608741	CHD4
intergenic|chr12:6608233-6608733	chr12	6608233	6608733	CHD4
intergenic|chr12:6608216-6608716	chr12	6608216	6608716	CHD4
intergenic|chr12:6608046-6608823	chr12	6608046	6608823	CHD4
intergenic|chr12:6607968-6608775	chr12	6607968	6608775	CHD4
intergenic|chr12:6607953-6608806	chr12	6607953	6608806	CHD4
intergenic|chr12:57215583-57216083	chr12	57215583	57216083	LRP1
intergenic|chr12:57214281-57214781	chr12	57214281	57214781	LRP1
intergenic|chr12:57214253-57214753	chr12	57214253	57214753	LRP1
intergenic|chr12:57214239-57214739	chr12	57214239	57214739	LRP1
intergenic|chr12:6608257-6608757	chr12	6608257	6608757	CHD4
intergenic|chr12:57087751-57088251	chr12	57087751	57088251	LRP1
intergenic|chr12:57087710-57088210	chr12	57087710	57088210	LRP1
intergenic|chr12:57087709-57088209	chr12	57087709	57088209	LRP1
intergenic|chr12:57087705-57088205	chr12	57087705	57088205	LRP1
intergenic|chr12:57087701-57088201	chr12	57087701	57088201	LRP1
intergenic|chr12:57087698-57088198	chr12	57087698	57088198	LRP1
intergenic|chr12:57087691-57088191	chr12	57087691	57088191	LRP1
intergenic|chr12:57087690-57088190	chr12	57087690	57088190	LRP1
intergenic|chr12:57087686-57088186	chr12	57087686	57088186	LRP1
intergenic|chr12:57087680-57088180	chr12	57087680	57088180	LRP1
intergenic|chr12:57087678-57088178	chr12	57087678	57088178	LRP1
intergenic|chr12:57087677-57088177	chr12	57087677	57088177	LRP1
intergenic|chr12:57124200-57124700	chr12	57124200	57124700	LRP1
intergenic|chr12:57087654-57088154	chr12	57087654	57088154	LRP1
intergenic|chr12:57087653-57088153	chr12	57087653	57088153	LRP1
intergenic|chr12:57087645-57088145	chr12	57087645	57088145	LRP1
intergenic|chr12:57087628-57088128	chr12	57087628	57088128	LRP1
intergenic|chr12:57087585-57088085	chr12	57087585	57088085	LRP1
intergenic|chr12:57087066-57087566	chr12	57087066	57087566	LRP1
intergenic|chr12:57087060-57087560	chr12	57087060	57087560	LRP1
intergenic|chr12:57087057-57088151	chr12	57087057	57088151	LRP1
intergenic|chr12:57087057-57087557	chr12	57087057	57087557	LRP1
intergenic|chr12:57087050-57088196	chr12	57087050	57088196	LRP1
intergenic|chr12:57087050-57087550	chr12	57087050	57087550	LRP1
intergenic|chr12:57087048-57087548	chr12	57087048	57087548	LRP1
intergenic|chr12:57087673-57088173	chr12	57087673	57088173	LRP1
intergenic|chr12:57124198-57124698	chr12	57124198	57124698	LRP1
intergenic|chr12:57124191-57124691	chr12	57124191	57124691	LRP1
intergenic|chr12:57124185-57124685	chr12	57124185	57124685	LRP1
intergenic|chr12:57122126-57122626	chr12	57122126	57122626	LRP1
intergenic|chr12:57121084-57121584	chr12	57121084	57121584	LRP1
intergenic|chr12:57119597-57120097	chr12	57119597	57120097	LRP1
intergenic|chr12:57118996-57119496	chr12	57118996	57119496	LRP1
intergenic|chr12:57118936-57119436	chr12	57118936	57119436	LRP1
intergenic|chr12:57118889-57119389	chr12	57118889	57119389	LRP1
intergenic|chr12:57118870-57119370	chr12	57118870	57119370	LRP1
intergenic|chr12:57118864-57119364	chr12	57118864	57119364	LRP1
intergenic|chr12:57118836-57119336	chr12	57118836	57119336	LRP1
intergenic|chr12:57112191-57112691	chr12	57112191	57112691	LRP1
intergenic|chr12:57118818-57119318	chr12	57118818	57119318	LRP1
intergenic|chr12:57112237-57112737	chr12	57112237	57112737	LRP1
intergenic|chr12:57112234-57112734	chr12	57112234	57112734	LRP1
intergenic|chr12:57112233-57112733	chr12	57112233	57112733	LRP1
intergenic|chr12:57112231-57112731	chr12	57112231	57112731	LRP1
intergenic|chr12:57112228-57112728	chr12	57112228	57112728	LRP1
intergenic|chr12:57112218-57112718	chr12	57112218	57112718	LRP1
intergenic|chr12:57112217-57112717	chr12	57112217	57112717	LRP1
intergenic|chr12:57112212-57112712	chr12	57112212	57112712	LRP1
intergenic|chr12:57112209-57112709	chr12	57112209	57112709	LRP1
